Registered Company Name,Name to display,Description,Age of company,Available Cities,Link to official website,Contact Person Name,Designation,Contact Number,Min-Max Budget,Type,  Company Logo,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Discounts,No.of projects completed,Digital Brochure (if available),Testimonials,Contact Email,Google Rating,Google Reviews,Google Location,Any Awards won?,USP,Score
Vandana Interiors,Vandana Interiors,"At Vandana Interiors state of the art plant is a blend of man and machine.  Highly skilled craftsmen work with the finest automated machinery for precision cutting,  post forming and perfect edge binding to produce high quality interior work.",17,Bengaluru,https://www.vandanainteriors.com/,Manish Sharma,Proprietor,919901906775,1 to 50 Lakhs,"Residential, Commercial",57_logo.jpg,57_a.jpg,57_b.jpg,57_c.jpg,57_d.jpg,57_e.jpg,57_f.jpg,57_g.jpg,57_h.jpg,57_i.jpg,57_j.jpg,,,,57_reviews.jpg,info@vandanainteriors.com,4.8,61,"https://www.google.com/maps/place/Vandana+Interiors/@13.0282362,77.6767871,15z/data=!4m2!3m1!1s0x0:0x5017a934b6a08430?sa=X&ved=1t:2428&ictx=111",,,1.09
Morph Designs,Morph Design Co.,"Morph is a group of outstanding architects and interior designers who work together to bring your design aspirations to life.

Our goal is to create ageless, elegant spaces by closely aligning our work with the needs of our clients.

At Morph, we work sustainably with the greatest materials and craftsmanship to offer our unique eclectic design locally from our in-house production facilities in Bangalore.

Our areas of expertise include- Interior design, Furniture and Window care.",14,Bengaluru,https://morphdesigns.com/,Anjum Jung,Founder,918025591080,1 to 50 Lakhs,"Residential, Commercial",58_logo.jpg,58_a.jpg,58_b.jpg,58_c.jpg,58_d.jpg,58_e.jpg,58_f.jpg,58_g.jpg,58_h.jpg,58_i.jpg,58_j.jpg,,,,58_reviews.jpg,morph@prestigeconstructions.com,4.7,71,"https://www.google.com/maps/place/Morph+Design+Company/@12.9713663,77.6143742,15z/data=!4m6!3m5!1s0x3bae16647082016f:0x74f575491bdbf85e!8m2!3d12.9713663!4d77.6143742!16s%2Fg%2F1pv2tqyv0?entry=ttu",,,1.17
Conception India,Conceptions India,"At Conceptions India, our goal is to enhance the way you live by making most out of your space. We are artists and designers who are able to take your personality and transform it into well design art. We are here to create a one-of-a-kind portrait of who you are, how you live and what you love.

Our team takes pride in creating luxurious and innovative homes that have a very intimate connection to our clients and their families. We understand each project we begin has specific needs, budgets, and a level of quality with the work involved. Each home starts with a personalized concept that directly correlates to these needs of our clients and their individual style.",8,Bengaluru,https://conceptionsindia.com/,Nawaz F,Project Manager,917829467676,1 to 50 Lakhs,Residential,59_logo.jpg,59_a.jpg,59_b.jpg,59_c.jpg,59_d.jpg,59_e.jpg,59_f.jpg,59_g.jpg,59_h.jpg,59_i.jpg,59_j.jpg,,,,59_reviews.jpg,info@conceptionsindia.com,4.9,53,"https://www.google.com/maps/place/Conceptions+India+Interior+Studio/@13.0142375,77.7319602,15z/data=!4m2!3m1!1s0x0:0x9ab2dcd2f66a2514?sa=X&ved=1t:2428&ictx=111",,,1.02
Kruti,Kruti,"KRUTI in Sanskrit means CREATIVITY. True to its name, KRUTI is known for creative and innovative design solutions. Kruti is a complete architectural design and consulting firm, specialized in space planning, architecture, interiors and quality assurance. Driven by a passion for great design, the creation of great places and the creative process, Kruti implements innovative ideas across multiple services.",24,Bengaluru,https://www.kruti.in/,Hitendra N. Jain,Principal Architect,918022220068,1 to 50 Lakhs,"Residential, Commercial",60_logo.jpg,60_a.jpg,60_b.jpg,60_c.jpg,60_d.jpg,60_e.jpg,60_f.jpg,60_g.jpg,60_h.jpg,60_i.jpg,60_j.jpg,,,,60_reviews.jpg,info@kruti.in,4.3,83,"https://www.google.com/maps/place/Kruti+Architects/@12.9573912,77.5856886,15z/data=!4m6!3m5!1s0x3bae15dd6ed317e3:0x2b8938226530a1b8!8m2!3d12.9573912!4d77.5856886!16s%2Fg%2F1q69qrpvq?entry=ttu",,,1.21
Utopia Interiors,Utopia Interiors,"Utopia Interiors & Architects, a leading architecture and interior design firm in Bangalore started in 2010. We are one of the leading interior designers in Bangalore offering interior services for residential and commercial spaces. We adhere to ensure Customer Delight. Our Team of dedicated Interior Architects in Bangalore is committed to ensuring high quality, trust, and on-time delivery of projects. If you are looking for affordable interior designers in Bangalore, then we come with best interior solutions with unique and theme based designs within your budget. With years of experience, and in-depth knowledge in the field of interiors, we promise to make your dwell more planned, functional and great looking.",15,"Bengaluru, Patna",https://utopiainteriors.in/,Ranjan Singh,CEO And Founder ,918197852111,1 to 50 Lakhs,"Residential, Commercial",61_logo.jpg,61_a.jpg,61_b.jpg,61_c.jpg,61_d.jpg,61_e.jpg,61_f.jpg,61_g.jpg,61_h.jpg,61_i.jpg,61_j.jpg,,,,61_reviews.jpg,info@utopiainteriors.in,4.8,44,"https://www.google.com/maps/place/Utopia+Interiors+And+Architects/@12.9539974,77.6309395,11z/data=!4m2!3m1!1s0x0:0x8e941f9282e72ec7?sa=X&ved=1t:2428&ictx=111",,,0.92
CRL Interior & Fit Out Pvt Ltd,CRL Interior,"CRL Interior and fit-out private limited is a Bangalore based company having high rated Skills in all kinds of interior, Civil, MEP, Furniture & speciality in design-built interior fit out projects.

We are well equipped with our own in-house production & Factory. Design experts to understand your requirement and help in acknowledging design style that goes well with your taste.

The Industry has over the past decade proved a significant rise in general contracting companies for interior designs and fit out projects in every walk of life be it residential, Commercial, Industrial,Laboratory etc. We deal with Residential, Commercial and Laboratory projects from scratch till completion.
CRL Interior dynamically stands on technical and creative knowledge. We make Sure our fellow clients are contented with the output as expected.

We have been in the industry for TEN years and got enrolled with ROC Bangalore in order to ensure our professionalism as an Interior general contracting organisation. Since our inception we have consistently evolved in offering cost bound effective solutions In this domain and fit out contracting needs suiting international process standards.

Talking to 100 different vendors to design a space is a real challenge, we are here to make Things easy and provide through-out solutions, from design to execution and we aim hassle-Free quick fix, We swearon cumulative solution.",15,Bengaluru,https://crlinterior.com/,Faiz Peer,Managing Director,919986354511,1 to 50 Lakhs,"Residential, Commercial",62_logo.jpg,62_a.jpg,62_b.jpg,62_c.jpg,62_d.jpg,62_e.jpg,62_f.jpg,62_g.jpg,62_h.jpg,62_i.jpg,62_j.jpg,,750.0,,62_reviews.jpg,info@crlinterior.com,4.9,27,"https://www.google.com/maps/place/CRL+Interior+%26+Fit+Out+Pvt+Ltd/@12.8919588,77.5804689,15z/data=!4m2!3m1!1s0x0:0x7980bc4479a94567?sa=X&ved=1t:2428&ictx=111",,,1.26
Puravankara Limited,Purva Streaks,"Purva Streaks is an in-house home interiors division of Puravankara having its own manufacturing unit - Purva Woodworks Pvt Ltd. - Off Kanakapura road. To design, build and deliver ultra-modern, functional and aesthetic home interiors that perfectly match the customer's personality, requirements, and budget.",18,Bengaluru,https://www.purvastreaks.com/,YS Chandan,Interior Designer,917899176518,1 to 50 Lakhs,Residential,63_logo.jpg,63_a.jpg,63_b.jpg,63_c.jpg,63_d.jpg,63_e.jpg,63_f.jpg,63_g.jpg,63_h.jpg,63_i.jpg,63_j.jpg,,26000.0,,63_reviews.jpg,purva.streaks@puravankara.com,4.1,274,"https://www.google.com/maps/place/Purva+Streaks+-+Puravankara+Home+Interiors+-+Head+Office/@12.9746571,77.6192569,15z/data=!4m2!3m1!1s0x0:0xff281b701654d4e1?sa=X&ved=1t:2428&ictx=111",,,1.82
Alurhome,Alurhome,"We at Alur Home are one of the leading and highly recognized interior design and home furnishing firm based out in Bangalore with a great expertise and knowledge of developing appealing experiences for our clients across the country. Incepted in the year 1989 we aim to bring complete turnkey interior and furnishing solutions to our clients with superb quality and excellence.

Our designing forte lies in the fact that we explore the different corners of the client's home space with an exclusive and one of the kind concept of tuffitt Technology that are manufactured in-house. Through our compelling and distinctive cutting edge designs, we help our clients to flaunt their homes from classic to contemporary style according to their choice.

With the creative mindset of our team members we impart personalized touch to each of our clients. It is only after the strong communication and consultation with the client at every step of designing i.e. from space planning to furnishing we help in providing great quality and transform the client's requirements into reality, thus making him/her completely satisfied. 

We are a pioneer in conceptualizing, designing, executing and furnishing the requirements of our high-end clients through giving their luxurious homes/villas, 3BHK flats, bungalows a completely new touch of exuberance and beauty.",36,Bengaluru,http://www.alurhome.com/,Nikita Bhadoriya,Senior Architect,919611000025,1 to 50 Lakhs,Residential,64_logo.jpg,64_a.jpg,64_b.jpg,64_c.jpg,64_d.jpg,64_e.jpg,64_f.jpg,64_g.jpg,64_h.jpg,64_i.jpg,64_j.jpg,,,,64_reviews.jpg,info@alurhome.com,4.2,114,"https://www.google.com/maps/place/Alur+home+Interior+Design/@12.9222871,77.6513486,15z/data=!4m6!3m5!1s0x3bae14805d2558d3:0x2e1aa34d3de64c7f!8m2!3d12.9222871!4d77.6513486!16s%2Fg%2F1ygvsv8nh?entry=ttu",,,1.34
Bonito Designs Private Ltd.,Bonito Designs,"Home is where the heart is. And if good design is in your heart - then the Bonito Designs is your destination for home interior designers. We understand the perfect balance between creative aesthetics and functionality—the amalgamation of modern minimalism and grandeur. We don't make good interiors - we aim to create exceptional interiors for your homes. Interiors that will welcome you anew every time you come back home.
We know that the most important work you will ever do is within the walls of your home. Don't compromise on your dream home and let the professionals work their magic. The next time you search for ""interior designer near me"" - search for Bonito Designs. Where we Live. Breathe. Design.
Get your bespoke home designed by 'the real interior design firm' crafting designer homes in Bangalore & Mumbai.",13,Bengaluru,https://bonito.in/,Amit Parsuramka,CEO,918068455055,1 to 50 Lakhs,Residential,65_logo.jpg,65_a.jpg,65_b.jpg,65_c.jpg,65_d.jpg,65_e.jpg,65_f.jpg,65_g.jpg,65_h.jpg,65_i.jpg,65_j.jpg,,,,65_reviews.jpg,hello@bonito.in,3.8,2944,"https://www.google.com/maps/place/Bonito+Designs/@12.9107044,77.6322307,15z/data=!4m2!3m1!1s0x0:0x192416d1510d326b?sa=X&ved=1t:2428&ictx=111",,,1.26
Decorpot,Decorpot,"Decorpot is a leading and people’s favorite home interior brand which was founded in 2015 with an aim of creating premium and luxury end-to-end home interiors at fair prices and delivering the dreams of the clients. With 8250+ happy homes delivered, our team of 400+ design experts help us bring life to dream home interiors across 8 different cities Bengaluru, Hyderabad, Chennai, Coimbatore, Pune, Noida, Kolkata and Thane Mumbai with 14 exclusive world-class experience centers that showcase the world’s best design styles and practical interiors like which we create and deliver for your home spaces.",10,"Bengaluru, Hyderabad, Pune, Noida, Coimbatore, Chennai",https://www.decorpot.com/,Deepak Agrawal,Founder & Chief Executive,919108602000,1 to 50 Lakhs,Residential,66_logo.jpg,66_a.jpg,66_b.jpg,66_c.jpg,66_d.jpg,66_e.jpg,66_f.jpg,66_g.jpg,66_h.jpg,66_i.jpg,66_j.jpg,,8250.0,,66_reviews.jpg,hello@decorpot.com,4.2,2380,"https://www.google.com/maps/place/Decorpot+-+HSR+Layout/@12.9118669,77.6422917,15z/data=!4m2!3m1!1s0x0:0x5592d618aa0a6bc2?sa=X&ved=1t:2428&ictx=111"," Leading & Most Prominent Interior Design Firm Of The Year 2023, South India",,2.34
Mayatar,Mayatar,"We are one of the top interior designers in Bangalore and our design skills are unique, attractive and admired by clients because of their creativity and functionality. We consider customer and space requirements while designing spaces and deliver plans that meet both the client’s look, functionality and budget needs.

Mayatar is not just a design studio; we are interior designers and architects who create beautiful, practical and visually appealing spaces.
Our aim is to give personalized interior designs to our clients that go beyond their imagination. We combine trendy and chic designs with our clients’ preferences, making sure that each design we create enriches our clients’ lives.

Mayatar is a design firm that specializes in enhancing the aesthetics of residential and commercial spaces. Mayatar’s innovative designs are inspired by the principles of originality, creativity, and enthusiasm.

We’re here to help—whatever your style. No matter what kind of decor you’re going for, a bright and cheery interior will always add that extra charm and exuberance to the home. And if you’re on a budget and want some simple low-cost ideas, read on! As we share some simple but stylish ideas that’ll surely add zing to your personal space.",9,Bengaluru,https://mayatar.com/,Vikranth Channappa,"
Managing Director",918884477792,1 to 50 Lakhs,"Residential, Commercial",67_logo.jpg,67_a.jpg,67_b.jpg,67_c.jpg,67_d.jpg,67_e.jpg,67_f.jpg,67_g.jpg,67_h.jpg,67_i.jpg,67_j.jpg,,,,67_reviews.jpg,contact@mayatar.com,4.8,67,"https://www.google.com/maps/place/Mayatar+-+Architecture+%7C+Interior+%7C+Construction/@12.887119,77.7386478,15z/data=!4m2!3m1!1s0x0:0x8ec350f6cf0f1522?sa=X&ved=1t:2428&ictx=111",,,1.14
